symbol,spike_factor,avg_period,proximity,profit,total_trades,win_rate,max_drawdown_pct
SYM3,1.6,20,0.002,0.21091479821825487,1,100.0,0.00963507970586474
SYM3,1.6,20,0.005,0.21091479821825487,1,100.0,0.00963507970586474
SYM3,1.6,50,0.001,0.16463426619066013,1,100.0,0.009613459288949052
SYM3,1.6,50,0.002,0.16463426619066013,1,100.0,0.009613459288949052
SYM3,1.6,50,0.005,0.16463426619066013,1,100.0,0.009613459288949052
SYM3,1.8,10,0.001,0.23771270311306125,1,100.0,0.009647597706826607
SYM3,1.8,10,0.002,0.23771270311306125,1,100.0,0.009647597706826607
SYM3,1.8,10,0.005,0.23771270311306125,1,100.0,0.009647597706826607
SYM3,1.8,20,0.001,0.05552593372010506,1,100.0,0.009461865782059991
SYM3,1.8,20,0.002,0.05552593372010506,1,100.0,0.009461865782059991
SYM3,1.8,20,0.005,0.05552593372010506,1,100.0,0.009461865782059991
SYM3,1.8,50,0.001,0.0,0,0.0,0.0
SYM3,1.8,50,0.002,0.0,0,0.0,0.0
SYM3,1.8,50,0.005,0.0,0,0.0,0.0
SYM3,2.0,10,0.001,0.0,0,0.0,0.0
SYM3,2.0,10,0.002,-0.004016751230892623,1,0.0,0.007523846263882206
SYM3,2.0,10,0.005,-0.004016751230892623,1,0.0,0.007523846263882206
SYM3,2.0,20,0.001,0.0,0,0.0,0.0
SYM3,2.0,20,0.002,0.0,0,0.0,0.0
SYM3,2.0,20,0.005,0.0,0,0.0,0.0
SYM3,2.0,50,0.001,0.0,0,0.0,0.0
SYM3,2.0,50,0.002,0.0,0,0.0,0.0
SYM3,2.0,50,0.005,0.0,0,0.0,0.0
SYM4,1.4,10,0.001,0.10691331585178432,3,33.33333333333333,0.020749395132258482
SYM4,1.4,10,0.002,0.10691331585178432,3,33.33333333333333,0.020749395132258482
SYM4,1.4,10,0.005,0.10691331585178432,3,33.33333333333333,0.020749395132258482
SYM4,1.4,20,0.001,0.19294301524985258,2,100.0,0.017254421787304804
SYM4,1.4,20,0.002,0.19294301524985258,2,100.0,0.017254421787304804
SYM4,1.4,20,0.005,0.19294301524985258,2,100.0,0.017254421787304804
SYM4,1.4,50,0.001,0.11263010387392569,3,33.33333333333333,0.02017789605079921
SYM4,1.4,50,0.002,0.11263010387392569,3,33.33333333333333,0.02017789605079921
SYM4,1.4,50,0.005,0.11263010387392569,3,33.33333333333333,0.02017789605079921
SYM4,1.6,10,0.001,0.23973802896000507,1,100.0,0.009736627688365423
SYM4,1.6,10,0.002,0.23973802896000507,1,100.0,0.009736627688365423
SYM4,1.6,10,0.005,0.23973802896000507,1,100.0,0.009736627688365423
SYM4,1.6,20,0.001,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.6,20,0.002,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.6,20,0.005,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.6,50,0.001,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.6,50,0.002,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.6,50,0.005,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.8,10,0.001,0.2362504253874249,1,100.0,0.009734983632407773
SYM4,1.8,10,0.002,0.2362504253874249,1,100.0,0.009734983632407773
SYM4,1.8,10,0.005,0.2362504253874249,1,100.0,0.009734983632407773
SYM4,1.8,20,0.001,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.8,20,0.002,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.8,20,0.005,0.22100841390704318,1,100.0,0.009727798416134298
SYM4,1.8,50,0.001,0.0,0,0.0,0.0
SYM4,1.8,50,0.002,0.0,0,0.0,0.0
SYM4,1.8,50,0.005,0.0,0,0.0,0.0
SYM4,2.0,10,0.001,0.0,0,0.0,0.0
SYM4,2.0,10,0.002,0.0,0,0.0,0.0
SYM4,2.0,10,0.005,0.0,0,0.0,0.0
SYM4,2.0,20,0.001,0.0,0,0.0,0.0
SYM4,2.0,20,0.002,0.0,0,0.0,0.0
SYM4,2.0,20,0.005,0.0,0,0.0,0.0
SYM4,2.0,50,0.001,0.0,0,0.0,0.0
SYM4,2.0,50,0.002,0.0,0,0.0,0.0
SYM4,2.0,50,0.005,0.0,0,0.0,0.0
SYM5,1.4,10,0.001,-0.1370428041317382,8,12.5,0.04479412295244507
SYM5,1.4,10,0.002,-0.1370428041317382,8,12.5,0.04479412295244507
SYM5,1.4,10,0.005,-0.1370428041317382,8,12.5,0.04479412295244507
SYM5,1.4,20,0.001,-0.00217894028446608,6,16.666666666666664,0.03796167805206386
SYM5,1.4,20,0.002,-0.00217894028446608,6,16.666666666666664,0.03796167805206386
SYM5,1.4,20,0.005,-0.00217894028446608,6,16.666666666666664,0.03796167805206386
SYM5,1.4,50,0.001,-0.061967147723748894,7,14.285714285714285,0.04277566392564432
SYM5,1.4,50,0.002,-0.061967147723748894,7,14.285714285714285,0.04277566392564432
SYM5,1.4,50,0.005,-0.061967147723748894,7,14.285714285714285,0.04277566392564432
SYM5,1.6,10,0.001,0.15073276141879433,3,33.33333333333333,0.016866130366449652
SYM5,1.6,10,0.002,0.15073276141879433,3,33.33333333333333,0.016866130366449652
SYM5,1.6,10,0.005,0.15073276141879433,3,33.33333333333333,0.016866130366449652
SYM5,1.6,20,0.001,0.190241838515135,2,50.0,0.01607990033625256
SYM5,1.6,20,0.002,0.190241838515135,2,50.0,0.01607990033625256
SYM5,1.6,20,0.005,0.190241838515135,2,50.0,0.01607990033625256
SYM5,1.6,50,0.001,0.1693492883955514,1,100.0,0.009576830962181659
SYM5,1.6,50,0.002,0.1693492883955514,1,100.0,0.009576830962181659
SYM5,1.6,50,0.005,0.1693492883955514,1,100.0,0.009576830962181659
SYM5,1.8,10,0.001,0.27179852502843005,1,100.0,0.009831700657114893
SYM5,1.8,10,0.002,0.27179852502843005,1,100.0,0.009831700657114893
SYM5,1.8,10,0.005,0.27179852502843005,1,100.0,0.009831700657114893
SYM5,1.8,20,0.001,0.19765536147235707,1,100.0,0.009754765631175645
SYM5,1.8,20,0.002,0.19765536147235707,1,100.0,0.009754765631175645
SYM5,1.8,20,0.005,0.19765536147235707,1,100.0,0.009754765631175645
SYM5,1.8,50,0.001,0.0,0,0.0,0.0
SYM5,1.8,50,0.002,0.0,0,0.0,0.0
SYM5,1.8,50,0.005,0.0,0,0.0,0.0
SYM5,2.0,10,0.001,0.0,0,0.0,0.0
SYM5,2.0,10,0.002,0.0,0,0.0,0.0
SYM5,2.0,10,0.005,0.0,0,0.0,0.0
SYM5,2.0,20,0.001,0.0,0,0.0,0.0
SYM5,2.0,20,0.002,0.0,0,0.0,0.0
SYM5,2.0,20,0.005,0.0,0,0.0,0.0
SYM5,2.0,50,0.001,0.0,0,0.0,0.0
SYM5,2.0,50,0.002,0.0,0,0.0,0.0
SYM5,2.0,50,0.005,0.0,0,0.0,0.0
SYM6,1.4,10,0.001,0.0793556966975757,4,25.0,0.02547632681885609
SYM6,1.4,10,0.002,0.0793556966975757,4,25.0,0.02547632681885609
SYM6,1.4,10,0.005,0.0793556966975757,4,25.0,0.02547632681885609
SYM6,1.4,20,0.001,-0.0165523619925807,5,20.0,0.03457197746401897
SYM6,1.4,20,0.002,-0.0165523619925807,5,20.0,0.03457197746401897
SYM6,1.4,20,0.005,-0.0165523619925807,5,20.0,0.03457197746401897
SYM6,1.4,50,0.001,-0.06163839583268782,6,16.666666666666664,0.038669024740615586
SYM6,1.4,50,0.002,-0.06163839583268782,6,16.666666666666664,0.038669024740615586
SYM6,1.4,50,0.005,-0.06163839583268782,6,16.666666666666664,0.038669024740615586
SYM6,1.6,10,0.001,0.17235326552520291,1,100.0,0.009719104427276722
SYM6,1.6,10,0.002,0.17235326552520291,1,100.0,0.009719104427276722
SYM6,1.6,10,0.005,0.17235326552520291,1,100.0,0.009719104427276722
SYM6,1.6,20,0.001,0.08377110105584507,2,50.0,0.015692099658269853
SYM6,1.6,20,0.002,0.08377110105584507,2,50.0,0.015692099658269853
SYM6,1.6,20,0.005,0.08377110105584507,2,50.0,0.015692099658269853
SYM6,1.6,50,0.001,0.0238258466293928,1,100.0,0.009072177138712764
SYM6,1.6,50,0.002,0.0238258466293928,1,100.0,0.009072177138712764
SYM6,1.6,50,0.005,0.0238258466293928,1,100.0,0.009072177138712764
SYM6,1.8,10,0.001,0.021870962355819756,1,100.0,0.00890495019328585
SYM6,1.8,10,0.002,0.021870962355819756,1,100.0,0.00890495019328585
SYM6,1.8,10,0.005,0.021870962355819756,1,100.0,0.00890495019328585
SYM6,1.8,20,0.001,0.0,0,0.0,0.0
SYM6,1.8,20,0.002,0.0,0,0.0,0.0
SYM6,1.8,20,0.005,0.0,0,0.0,0.0
SYM6,1.8,50,0.001,0.0,0,0.0,0.0
SYM6,1.8,50,0.002,0.0,0,0.0,0.0
SYM6,1.8,50,0.005,0.0,0,0.0,0.0
SYM6,2.0,10,0.001,0.0,0,0.0,0.0
SYM6,2.0,10,0.002,0.0,0,0.0,0.0
SYM6,2.0,10,0.005,0.0,0,0.0,0.0
SYM6,2.0,20,0.001,0.0,0,0.0,0.0
SYM6,2.0,20,0.002,0.0,0,0.0,0.0
SYM6,2.0,20,0.005,0.0,0,0.0,0.0
SYM6,2.0,50,0.001,0.0,0,0.0,0.0
SYM6,2.0,50,0.002,0.0,0,0.0,0.0
SYM6,2.0,50,0.005,0.0,0,0.0,0.0
